Country,Management,Location,Plot,Replication,BLK,Pedigree,Entry,YLD,AD,ASI,rEPP,nP,EA
Kenya,Drought,Bumula,16,1,4,ECAVL1/NIP25,6,4.571428571,69,3,1,40,1.5
Kenya,Drought,Bumula,17,1,4,ECAVL1/ECAVL16-STR,3,3.616507937,70,1,1.05,40,2
Kenya,Drought,Bumula,18,1,4,ECAVL17-#,26,3.487346939,70,2,0.9,40,2
Kenya,Drought,Bumula,19,1,4,Local,30,3.361959184,67,5,1.075,40,2
Kenya,Drought,Bumula,20,1,4,ECAVL16-STR/ECAVL17,16,3.905306122,70,-1,0.789473684,38,2
Kenya,Drought,Bumula,21,1,5,ECAVL16/NIP25,15,2.591927438,68,4,0.875,40,2
Kenya,Drought,Bumula,22,1,5,ECAVL2/ECAVL17,9,2.974040816,70,0,0.921052632,38,3
Kenya,Drought,Bumula,23,1,5,ECAVL1/ECAVL17,4,3.358185941,71,0,1.05,40,2
Kenya,Drought,Bumula,24,1,5,ECAVL16/ECAVL18,14,3.380825397,73,0,0.975,40,2
Kenya,Drought,Bumula,25,1,5,ECAVL1-#,22,3.239909297,68,7,0.9,40,2
Kenya,Drought,Bumula,26,1,6,ECAVL2/NIP25,11,3.762503401,70,1,1.05,40,2
Kenya,Drought,Bumula,27,1,6,ECAVL16-STR/ECAVL18,17,3.120761905,72,0,0.914285714,35,2
Kenya,Drought,Bumula,28,1,6,ECAVL16/ECAVL17,13,2.583219955,67,6,0.933333333,30,2
Kenya,Drought,Bumula,29,1,6,ECAVL2-#,23,3.265306122,70,-1,0.925,40,2
Kenya,Drought,Bumula,30,1,6,ECAVL1/ECAVL2,1,1.928707483,73,-1,0.818181818,33,3
Kenya,Drought,Bumula,31,2,7,ECAVL1/ECAVL16-STR,3,2.448544218,73,1,0.84,25,2
Kenya,Drought,Bumula,32,2,7,ECAVL2/ECAVL16-STR,8,2.697142857,72,2,0.772727273,22,1.5
Kenya,Drought,Bumula,33,2,7,ECAVL1/ECAVL16,2,2.568707483,70,2,0.916666667,24,1.5
Kenya,Drought,Bumula,34,2,7,ECAVL16-STR/ECAVL18,17,2.712380952,70,1,0.84375,32,1.5
Kenya,Drought,Bumula,35,2,7,ECAVL1/ECAVL17,4,2.997405896,69,3,0.709677419,31,2
Kenya,Drought,Bumula,36,2,8,ECAVL16-STR/ECAVL17,16,3.120761905,70,2,1,27,2
Kenya,Drought,Bumula,37,2,8,ECAVL18/NIP25,21,3.857414966,68,2,0.885714286,35,2
Kenya,Drought,Bumula,38,2,8,ECAVL1/ECAVL18,5,3.361959184,69,2,0.933333333,30,2
Kenya,Drought,Bumula,39,2,8,ECAVL16/ECAVL17,13,3.728834467,70,2,0.825,40,1.5
Kenya,Drought,Bumula,40,2,8,ECAVL2/ECAVL17,9,5.031619048,69,2,1.025,40,2
Kenya,Drought,Bumula,41,2,9,NIP25-#,28,3.653079365,68,2,1.025,40,2
Kenya,Drought,Bumula,42,2,9,ECAVL16/ECAVL18,14,3.099863946,68,2,1.1,40,2
Kenya,Drought,Bumula,43,2,9,ECAVL2/ECAVL16,7,4.119219955,70,2,0.9,40,1.5
Kenya,Drought,Bumula,44,2,9,ECAVL1/ECAVL2,1,4.832653061,70,1,0.975,40,1.5
Kenya,Drought,Bumula,45,2,9,Local,30,2.306612245,68,1,1,13,2
Kenya,Drought,Bumula,46,2,10,ECAVL2-#,23,3.243537415,70,2,0.95,40,2
Kenya,Drought,Bumula,47,2,10,ECAVL1/NIP25,6,2.954013605,68,2,0.9,30,2
Kenya,Drought,Bumula,48,2,10,ECAVL2/ECAVL18,10,3.312907029,70,1,0.875,40,2
Kenya,Drought,Bumula,49,2,10,ECAVL17/NIP25,20,2.415455782,67,3,0.84,25,2
Kenya,Drought,Bumula,50,2,10,CML202/CML395/CML312-RE,29,1.406403628,70,-1,0.4,20,2
Kenya,Drought,Bumula,51,2,11,ECAVL2/NIP25,11,2.440272109,67,1,1.15,20,2
Kenya,Drought,Bumula,52,2,11,ECAVL16/NIP25,15,2.612244898,67,1,0.775,40,2
Kenya,Drought,Bumula,53,2,11,ECAVL16/ECAVL16-STR,12,3.232653061,66,3,0.885714286,35,2
Kenya,Drought,Bumula,54,2,11,ECAVL16-#,24,3.265306122,67,3,0.871794872,39,2
Kenya,Drought,Bumula,55,2,11,ECAVL17/ECAVL18,19,1.928707483,70,2,0.85,20,2.5
Kenya,Drought,Bumula,56,2,12,ECAVL1-#,22,2.58031746,69,2,0.971428571,35,2
Kenya,Drought,Bumula,57,2,12,ECAVL18-#,27,1.680979592,71,1,0.9375,16,2
Kenya,Drought,Bumula,58,2,12,ECAVL16-STR/NIP25,18,2.351020408,70,1,0.766666667,30,1.5
Kenya,Drought,Bumula,59,2,12,ECAVL17-#,26,2.066575964,73,2,1.035714286,28,2
Kenya,Drought,Bumula,60,2,12,ECAVL16-STR-#,25,2.694095238,73,0,0.9,40,2
Kenya,Drought,Bumula,61,3,13,ECAVL16/ECAVL17,13,1.917823129,71,2,0.428571429,35,2
Kenya,Drought,Bumula,62,3,13,ECAVL18-#,27,1.282902494,73,1,0.428571429,35,2
Kenya,Drought,Bumula,63,3,13,ECAVL17/NIP25,20,1.679092971,71,1,0.375,32,2
Kenya,Drought,Bumula,64,3,13,ECAVL1/ECAVL16,2,1.924353741,70,2,0.615384615,26,2
Kenya,Drought,Bumula,65,3,13,ECAVL16/NIP25,15,0.64,73,2,0.5,30,2
Kenya,Drought,Bumula,66,3,14,Local,30,1.159836735,71,2,0.09375,32,2
Kenya,Drought,Bumula,67,3,14,ECAVL17/ECAVL18,19,1.417578231,72,1,0.212121212,33,2
Kenya,Drought,Bumula,68,3,14,ECAVL1-#,22,3.395918367,73,1,0.911764706,34,2
Kenya,Drought,Bumula,69,3,14,ECAVL1/ECAVL18,5,2.583219955,72,-1,1,28,2
Kenya,Drought,Bumula,70,3,14,ECAVL16-STR/ECAVL18,17,3.358185941,70,0,2.461538462,13,2
Kenya,Drought,Bumula,71,3,15,ECAVL2/ECAVL16-STR,8,3.229024943,71,1,1,30,2
Kenya,Drought,Bumula,72,3,15,ECAVL2/NIP25,11,2.185868481,71,2,1,28,2
Kenya,Drought,Bumula,73,3,15,ECAVL16/ECAVL18,14,1.044897959,72,1,0.942857143,35,2
Kenya,Drought,Bumula,74,3,15,ECAVL16-STR/ECAVL17,16,0.257451247,73,1,1,30,2
Kenya,Drought,Bumula,75,3,15,CML202/CML395/CML312-RE,29,0.257160998,74,1,0.25,20,3
Kenya,Drought,Bumula,76,3,16,ECAVL1/ECAVL17,4,1.928707483,73,0,1,26,2
Kenya,Drought,Bumula,77,3,16,ECAVL16-STR-#,25,1.419174603,73,1,1,30,2
Kenya,Drought,Bumula,78,3,16,ECAVL2/ECAVL16,7,3.358185941,66,3,0.866666667,30,1.5
Kenya,Drought,Bumula,79,3,16,ECAVL16/ECAVL16-STR,12,1.675319728,67,0,1.041666667,24,2
Kenya,Drought,Bumula,80,3,16,ECAVL1/NIP25,6,1.954829932,67,1,1,22,2
Kenya,Drought,Bumula,81,3,17,ECAVL16-#,24,2.612244898,67,2,0.9375,32,1.5
Kenya,Drought,Bumula,82,3,17,ECAVL17-#,26,1.539482993,72,1,0.933333333,30,3
Kenya,Drought,Bumula,83,3,17,ECAVL18/NIP25,21,1.542965986,67,1,0.825,40,1.5
Kenya,Drought,Bumula,84,3,17,ECAVL1/ECAVL2,1,3.236281179,67,1,0.961538462,26,2
Kenya,Drought,Bumula,85,3,17,ECAVL2/ECAVL18,10,4.026485261,71,2,1.033333333,30,1.5
Kenya,Drought,Bumula,86,3,18,NIP25-#,28,2.712380952,67,1,0.793103448,29,1.5
Kenya,Drought,Bumula,87,3,18,ECAVL1/ECAVL16-STR,3,3.733043084,67,1,0.885714286,35,2
Kenya,Drought,Bumula,88,3,18,ECAVL2/ECAVL17,9,3.592126984,67,0,0.909090909,33,2
Kenya,Drought,Bumula,89,3,18,ECAVL2-#,23,3.518693878,72,1,0.96,25,2.5
Kenya,Drought,Bumula,90,3,18,ECAVL16-STR/NIP25,18,3.392145125,67,1,0.975,40,2.5
Kenya,Drought,Busia,1,1,1,ECAVL16/ECAVL18,14,3.020770975,65,2,1,40,1.5
Kenya,Drought,Busia,2,1,1,ECAVL16-#,24,1.94829932,64,2,0.789473684,38,1.5
Kenya,Drought,Busia,3,1,1,ECAVL17-#,26,2.356244898,65,2,0.8,40,1.5
Kenya,Drought,Busia,4,1,1,ECAVL2/ECAVL18,10,3.749877551,66,2,1.057142857,35,1
Kenya,Drought,Busia,5,1,1,ECAVL16-STR-#,25,2.456816327,66,4,0.823529412,34,2
Kenya,Drought,Busia,6,1,2,ECAVL2/NIP25,11,2.337959184,68,3,0.714285714,42,1.5
Kenya,Drought,Busia,7,1,2,ECAVL16/NIP25,15,1.307573696,68,2,1.111111111,27,1
Kenya,Drought,Busia,8,1,2,ECAVL16-STR/NIP25,18,1.567346939,69,3,0.851851852,27,1
Kenya,Drought,Busia,9,1,2,ECAVL16/ECAVL17,13,1.303219955,66,2,0.75,40,1.5
Kenya,Drought,Busia,10,1,2,ECAVL16-STR/ECAVL17,16,1.420770975,67,3,0.6,30,1.5
Kenya,Drought,Busia,11,1,3,ECAVL18-#,27,1.682866213,69,2,1,40,1
Kenya,Drought,Busia,12,1,3,ECAVL1/ECAVL17,4,1.046058957,69,2,0.9,30,1.5
Kenya,Drought,Busia,13,1,3,ECAVL1/ECAVL16-STR,3,1.436734694,71,2,0.84375,32,1.56
Kenya,Drought,Busia,14,1,3,ECAVL16/ECAVL16-STR,12,1.82247619,68,2,0.948717949,39,1
Kenya,Drought,Busia,15,1,3,ECAVL1-#,22,1.179428571,67,3,0.933333333,30,1.5
Kenya,Drought,Busia,16,1,4,ECAVL2-#,23,1.43354195,68,3,0.958333333,24,1.5
Kenya,Drought,Busia,17,1,4,ECAVL1/ECAVL18,5,2.335346939,70,3,0.833333333,36,1.5
Kenya,Drought,Busia,18,1,4,ECAVL18/NIP25,21,2.213006803,67,2,0.705882353,34,2
Kenya,Drought,Busia,19,1,4,DH04,30,3.229024943,68,2,0.72972973,37,2
Kenya,Drought,Busia,20,1,4,ECAVL1/ECAVL16,2,2.454058957,66,3,0.705882353,34,1.5
Kenya,Drought,Busia,21,1,5,ECAVL1/NIP25,6,2.742857143,64,3,0.731707317,41,1.5
Kenya,Drought,Busia,22,1,5,ECAVL16-STR/ECAVL18,17,1.814349206,62,3,0.714285714,35,1.5
Kenya,Drought,Busia,23,1,5,NIP25-#,28,1.44152381,69,3,0.84375,32,1.5
Kenya,Drought,Busia,24,1,5,ECAVL2/ECAVL16-STR,8,2.489904762,68,3,0.909090909,44,1
Kenya,Drought,Busia,25,1,5,ECAVL1/ECAVL2,1,2.337959184,69,2,0.575,40,1
Kenya,Drought,Busia,26,1,6,CML202/CML395/CML312-RE,29,1.175510204,70,2,0.657142857,35,0.5
Kenya,Drought,Busia,27,1,6,ECAVL2/ECAVL16,7,1.808253968,69,3,0.833333333,36,1.5
Kenya,Drought,Busia,28,1,6,ECAVL17/ECAVL18,19,1.31047619,68,2,0.611111111,36,1.5
Kenya,Drought,Busia,29,1,6,ECAVL17/NIP25,20,0.785414966,69,4,0.742857143,35,1.5
Kenya,Drought,Busia,30,1,6,ECAVL2/ECAVL17,9,1.170285714,71,2,0.64516129,31,2
Kenya,Drought,Busia,31,2,7,ECAVL18-#,27,1.174204082,71,3,0.628571429,35,1.5
Kenya,Drought,Busia,32,2,7,CML202/CML395/CML312-RE,29,0.647981859,71,3,0.740740741,27,1.5
Kenya,Drought,Busia,33,2,7,ECAVL16-STR/ECAVL17,16,1.701732426,70,3,0.577777778,45,1.5
Kenya,Drought,Busia,34,2,7,ECAVL16-STR/ECAVL18,17,1.44152381,70,2,0.756097561,41,1.5
Kenya,Drought,Busia,35,2,7,ECAVL1/ECAVL18,5,1.694185941,69,3,0.702702703,37,2
Kenya,Drought,Busia,36,2,8,ECAVL2/ECAVL16,7,2.462331066,67,3,0.485714286,35,1.5
Kenya,Drought,Busia,37,2,8,ECAVL2/ECAVL18,10,2.586122449,69,3,0.761904762,42,2
Kenya,Drought,Busia,38,2,8,DH04,30,1.427156463,66,3,0.896551724,29,2
Kenya,Drought,Busia,39,2,8,NIP25-#,28,2.609342404,65,2,0.43902439,41,2
Kenya,Drought,Busia,40,2,8,ECAVL1/ECAVL17,4,2.591927438,66,3,0.634146341,41,2
Kenya,Drought,Busia,41,2,9,ECAVL1/ECAVL16-STR,3,2.193269841,67,3,0.694444444,36,2
Kenya,Drought,Busia,42,2,9,ECAVL16-#,24,1.443120181,68,3,0.96,25,1.5
Kenya,Drought,Busia,43,2,9,ECAVL2/NIP25,11,2.351020408,68,3,1,36,2
Kenya,Drought,Busia,44,2,9,ECAVL2/ECAVL16-STR,8,2.591927438,67,3,0.951219512,41,2.5
Kenya,Drought,Busia,45,2,9,ECAVL17/NIP25,20,1.937414966,67,3,1,36,2.5
Kenya,Drought,Busia,46,2,10,ECAVL1/ECAVL16,2,1.303219955,68,3,1,25,2
Kenya,Drought,Busia,47,2,10,ECAVL16/ECAVL18,14,1.703619048,68,3,0.761904762,42,3.5
Kenya,Drought,Busia,48,2,10,ECAVL16/NIP25,15,2.089795918,68,3,0.810810811,37,2
Kenya,Drought,Busia,49,2,10,ECAVL1/NIP25,6,1.959183673,69,3,0.80952381,42,2
Kenya,Drought,Busia,50,2,10,ECAVL16/ECAVL16-STR,12,2.213006803,70,3,0.939393939,33,2.5
Kenya,Drought,Busia,51,2,11,ECAVL18/NIP25,21,2.080507937,68,2,1,39,3
Kenya,Drought,Busia,52,2,11,ECAVL16/ECAVL17,13,1.959183673,67,3,0.857142857,42,3
Kenya,Drought,Busia,53,2,11,ECAVL1-#,22,1.679092971,69,3,0.657894737,38,3.5
Kenya,Drought,Busia,54,2,11,ECAVL17/ECAVL18,19,1.963537415,67,3,0.769230769,39,2.5
Kenya,Drought,Busia,55,2,11,ECAVL16-STR-#,25,1.828571429,69,2,0.710526316,38,2.5
Kenya,Drought,Busia,56,2,12,ECAVL17-#,26,1.828571429,67,2,0.818181818,33,3
Kenya,Drought,Busia,57,2,12,ECAVL2-#,23,2.089795918,66,2,0.863636364,44,2.5
Kenya,Drought,Busia,58,2,12,ECAVL1/ECAVL2,1,1.291609977,67,3,0.658536585,41,3.5
Kenya,Drought,Busia,59,2,12,ECAVL2/ECAVL17,9,1.309024943,67,3,0.647058824,34,3.5
Kenya,Drought,Busia,60,2,12,ECAVL16-STR/NIP25,18,2.353632653,65,3,1.066666667,30,1.5
Kenya,Drought,Busia,61,3,13,ECAVL2/ECAVL16,7,2.230276644,69,3,0.742857143,35,1.5
Kenya,Drought,Busia,62,3,13,ECAVL2-#,23,2.071219955,71,3,0.588235294,34,2.1
Kenya,Drought,Busia,63,3,13,ECAVL16-STR/ECAVL18,17,2.054965986,71,3,0.794871795,39,2
Kenya,Drought,Busia,64,3,13,ECAVL16/ECAVL16-STR,12,2.075863946,70,3,0.780487805,41,2
Kenya,Drought,Busia,65,3,13,ECAVL16-#,24,0.785414966,72,3,0.565217391,46,3.5
Kenya,Drought,Busia,66,3,14,ECAVL17/NIP25,20,1.928707483,70,3,0.675,40,3
Kenya,Drought,Busia,67,3,14,ECAVL16/ECAVL17,13,1.427156463,68,3,0.735294118,34,2.5
Kenya,Drought,Busia,68,3,14,ECAVL1/ECAVL2,1,1.293061224,70,3,0.5,34,3
Kenya,Drought,Busia,69,3,14,DH04,30,1.816380952,67,4,0.666666667,33,3
Kenya,Drought,Busia,70,3,14,ECAVL18-#,27,1.688526077,70,3,0.805555556,36,2
Kenya,Drought,Busia,71,3,15,ECAVL2/NIP25,11,2.057287982,67,3,0.962962963,27,2
Kenya,Drought,Busia,72,3,15,NIP25-#,28,1.30031746,68,3,0.964285714,28,2.5
Kenya,Drought,Busia,73,3,15,ECAVL1/ECAVL16,2,1.298866213,69,3,0.96,25,3
Kenya,Drought,Busia,74,3,15,ECAVL1-#,22,1.569088435,70,3,0.851851852,27,3
Kenya,Drought,Busia,75,3,15,ECAVL17-#,26,1.818412698,70,3,0.964285714,28,4
Kenya,Drought,Busia,76,3,16,ECAVL18/NIP25,21,1.039092971,67,3,1.111111111,27,3
Kenya,Drought,Busia,77,3,16,ECAVL16-STR/NIP25,18,1.050702948,68,4,0.857142857,28,3
Kenya,Drought,Busia,78,3,16,ECAVL1/NIP25,6,0.656689342,68,3,1.04,25,3.5
Kenya,Drought,Busia,79,3,16,CML202/CML395/CML312-RE,29,0.780190476,70,3,1,37,4
Kenya,Drought,Busia,80,3,16,ECAVL2/ECAVL18,10,0.521287982,69,3,0.324324324,37,2.5
Kenya,Drought,Busia,81,3,17,ECAVL17/ECAVL18,19,1.430349206,67,3,0.514285714,35,2
Kenya,Drought,Busia,82,3,17,ECAVL16/ECAVL18,14,0.653786848,69,3,0.451612903,31,3
Kenya,Drought,Busia,83,3,17,ECAVL1/ECAVL17,4,1.828571429,70,3,0.578947368,38,2
Kenya,Drought,Busia,84,3,17,ECAVL16-STR/ECAVL17,16,1.838730159,71,3,0.75862069,29,2
Kenya,Drought,Busia,85,3,17,ECAVL2/ECAVL16-STR,8,3.210884354,70,3,0.697674419,43,1.5
Kenya,Drought,Busia,86,3,18,ECAVL1/ECAVL18,5,2.332734694,72,2,0.823529412,34,2
Kenya,Drought,Busia,87,3,18,ECAVL16/NIP25,15,1.832634921,68,3,0.568181818,44,2.5
Kenya,Drought,Busia,88,3,18,ECAVL1/ECAVL16-STR,3,1.679092971,69,3,0.4,45,3.5
Kenya,Drought,Busia,89,3,18,ECAVL2/ECAVL17,9,1.943945578,67,3,0.622222222,45,2.5
Kenya,Drought,Busia,90,3,18,ECAVL16-STR-#,25,1.30031746,69,3,0.525,40,3
Kenya,Drought,Elgon,1,1,1,ECAVL18-#,27,2.412698413,87,4,1.076923077,26,2.5
Kenya,Drought,Elgon,2,1,1,ECAVL16/ECAVL17,13,2.666666667,84,8,0.914285714,35,2
Kenya,Drought,Elgon,3,1,1,ECAVL16-STR-#,25,2.412698413,91,4,0.555555556,36,2
Kenya,Drought,Elgon,4,1,1,NIP25-#,28,2.17353288,88,3,0.666666667,30,2.5
Kenya,Drought,Elgon,5,1,1,CML202/CML395/CML312-RE,29,1.523809524,89,2,0.857142857,35,2.5
Kenya,Drought,Elgon,6,1,2,ECAVL2/ECAVL17,9,3.06155102,90,4,0.939393939,33,2
Kenya,Drought,Elgon,7,1,2,ECAVL1/ECAVL2,1,2.822385488,87,3,0.789473684,38,3
Kenya,Drought,Elgon,8,1,2,ECAVL16-STR/ECAVL17,16,2.84154195,91,2,0.866666667,30,2.5
Kenya,Drought,Elgon,9,1,2,ECAVL2-#,23,3.037170068,90,3,1.035714286,28,2
Kenya,Drought,Elgon,10,1,2,ECAVL18/NIP25,21,1.017034014,87,3,0.882352941,34,3
Kenya,Drought,Elgon,11,1,3,ECAVL16/ECAVL16-STR,12,0.638548753,87,4,0.75,32,4
Kenya,Drought,Elgon,12,1,3,ECAVL2/ECAVL16-STR,8,0.643628118,91,3,0.827586207,29,4
Kenya,Drought,Elgon,13,1,3,ECAVL1/ECAVL17,4,0.781061224,88,4,0.578947368,38,3.5
Kenya,Drought,Elgon,14,1,3,ECAVL16-STR/ECAVL18,17,2.163664399,89,4,0.666666667,36,3.5
Kenya,Drought,Elgon,15,1,3,ECAVL17/NIP25,20,2.426485261,83,6,0.878787879,33,1.5
Kenya,Drought,Elgon,16,1,4,ECAVL16/NIP25,15,2.548390023,86,4,0.888888889,27,1.5
Kenya,Drought,Elgon,17,1,4,DH04,30,2.045678005,89,3,0.88,25,2.5
Kenya,Drought,Elgon,18,1,4,ECAVL16-#,24,1.149387755,87,3,0.791666667,24,4
Kenya,Drought,Elgon,19,1,4,ECAVL1/NIP25,6,1.419174603,87,2,0.833333333,24,3
Kenya,Drought,Elgon,20,1,4,ECAVL1/ECAVL16,2,1.677206349,86,2,0.733333333,30,3
Kenya,Drought,Elgon,21,1,5,ECAVL2/ECAVL16,7,2.188335601,85,3,0.875,32,3
Kenya,Drought,Elgon,22,1,5,ECAVL2/ECAVL18,10,2.42924263,90,2,0.882352941,34,2.5
Kenya,Drought,Elgon,23,1,5,ECAVL16-STR/NIP25,18,2.17106576,88,3,0.666666667,30,3
Kenya,Drought,Elgon,24,1,5,ECAVL1-#,22,1.924353741,89,4,0.8,30,3.5
Kenya,Drought,Elgon,25,1,5,ECAVL16/ECAVL18,14,3.312907029,90,3,1,28,1.5
Kenya,Drought,Elgon,26,1,6,ECAVL17/ECAVL18,19,3.174603175,89,3,0.857142857,28,1.5
Kenya,Drought,Elgon,27,1,6,ECAVL1/ECAVL16-STR,3,2.317061224,87,3,1,30,2
Kenya,Drought,Elgon,28,1,6,ECAVL1/ECAVL18,5,2.56,88,3,1.111111111,27,2
Kenya,Drought,Elgon,29,1,6,ECAVL2/NIP25,11,2.545487528,87,2,0.966666667,30,2.5
Kenya,Drought,Elgon,30,1,6,ECAVL17-#,26,2.793650794,88,4,0.964285714,28,2.5
Kenya,Drought,Elgon,31,2,7,ECAVL1/ECAVL17,4,3.448163265,86,3,0.9375,32,1.5
Kenya,Drought,Elgon,32,2,7,ECAVL1/ECAVL16,2,2.688,87,2,0.885714286,35,2
Kenya,Drought,Elgon,33,2,7,ECAVL2/NIP25,11,2.923972789,85,3,0.941176471,34,2
Kenya,Drought,Elgon,34,2,7,ECAVL2/ECAVL17,9,2.697142857,86,2,0.9375,32,2
Kenya,Drought,Elgon,35,2,7,ECAVL16-STR/NIP25,18,3.047619048,86,2,1.083333333,36,2
Kenya,Drought,Elgon,36,2,8,ECAVL1/ECAVL18,5,5.746938776,87,1,1.088235294,34,1
Kenya,Drought,Elgon,37,2,8,NIP25-#,28,3.06155102,87,0,0.914285714,35,1.5
Kenya,Drought,Elgon,38,2,8,ECAVL2-#,23,3.448163265,90,4,0.944444444,36,1.5
Kenya,Drought,Elgon,39,2,8,ECAVL1-#,22,2.933986395,88,5,0.972222222,36,2
Kenya,Drought,Elgon,40,2,8,ECAVL1/NIP25,6,3.703582766,84,3,1.085714286,35,2
Kenya,Drought,Elgon,41,2,9,ECAVL16-STR/ECAVL18,17,3.887020408,88,5,0.882352941,34,2
Kenya,Drought,Elgon,42,2,9,ECAVL1/ECAVL16-STR,3,2.954013605,91,4,0.866666667,30,2.5
Kenya,Drought,Elgon,43,2,9,ECAVL1/ECAVL2,1,2.812807256,92,3,0.6875,32,2
Kenya,Drought,Elgon,44,2,9,ECAVL16/ECAVL17,13,2.809614512,89,3,0.882352941,34,1.5
Kenya,Drought,Elgon,45,2,9,ECAVL2/ECAVL16,7,2.812807256,88,3,0.9375,32,1.5
Kenya,Drought,Elgon,46,2,10,ECAVL16/ECAVL16-STR,12,2.923972789,89,4,0.857142857,35,2
Kenya,Drought,Elgon,47,2,10,ECAVL16/ECAVL18,14,4.054204082,90,3,0.916666667,36,1.5
Kenya,Drought,Elgon,48,2,10,CML202/CML395/CML312-RE,29,2.038712018,92,3,0.714285714,28,1.5
Kenya,Drought,Elgon,49,2,10,ECAVL17/ECAVL18,19,5.164698413,89,3,1.107142857,28,1.5
Kenya,Drought,Elgon,50,2,10,DH04,30,4.195265306,85,3,1.066666667,30,2.5
Kenya,Drought,Elgon,51,2,11,ECAVL18/NIP25,21,3.286494331,87,3,0.882352941,34,2.5
Kenya,Drought,Elgon,52,2,11,ECAVL2/ECAVL16-STR,8,3.571809524,89,2,0.971428571,35,2.5
Kenya,Drought,Elgon,53,2,11,ECAVL16-STR-#,25,3.420734694,90,4,0.888888889,36,2.5
Kenya,Drought,Elgon,54,2,11,ECAVL17-#,26,2.79045805,88,4,0.947368421,38,3
Kenya,Drought,Elgon,55,2,11,ECAVL16/NIP25,15,3.900517007,87,3,1.133333333,30,2
Kenya,Drought,Elgon,56,2,12,ECAVL16-STR/ECAVL17,16,4.312526077,88,4,0.947368421,38,1.5
Kenya,Drought,Elgon,57,2,12,ECAVL17/NIP25,20,3.178231293,87,4,1,37,2
Kenya,Drought,Elgon,58,2,12,ECAVL18-#,27,3.412897959,91,1,0.947368421,38,3
Kenya,Drought,Elgon,59,2,12,ECAVL2/ECAVL18,10,3.174603175,90,3,0.871794872,39,2.5
Kenya,Drought,Elgon,60,2,12,ECAVL16-#,24,2.542585034,87,2,0.789473684,38,3
Kenya,Drought,Elgon,61,3,13,NIP25-#,28,2.050321995,84,3,0.743589744,39,2.5
Kenya,Drought,Elgon,62,3,13,ECAVL2/NIP25,11,3.328,83,3,0.897435897,39,1.5
Kenya,Drought,Elgon,63,3,13,DH04,30,3.047619048,86,2,0.928571429,28,2.5
Kenya,Drought,Elgon,64,3,13,ECAVL2/ECAVL16-STR,8,3.950004535,85,2,1,29,1.5
Kenya,Drought,Elgon,65,3,13,ECAVL2/ECAVL16,7,4.072780045,86,3,0.933333333,30,2
Kenya,Drought,Elgon,66,3,14,ECAVL1/ECAVL16-STR,3,2.557097506,88,3,1,35,3
Kenya,Drought,Elgon,67,3,14,CML202/CML395/CML312-RE,29,0.64,93,2,0.828571429,35,3.5
Kenya,Drought,Elgon,68,3,14,ECAVL17/NIP25,20,2.306612245,87,2,0.944444444,36,2.5
Kenya,Drought,Elgon,69,3,14,ECAVL1/ECAVL16,2,.,86,4,0.769230769,39,2
Kenya,Drought,Elgon,70,3,14,ECAVL18/NIP25,21,1.664,87,2,0.789473684,38,2.5
Kenya,Drought,Elgon,71,3,15,ECAVL16-#,24,1.408,88,6,0.833333333,36,3
Kenya,Drought,Elgon,72,3,15,ECAVL1/ECAVL18,5,2.796843537,88,4,0.947368421,38,2.5
Kenya,Drought,Elgon,73,3,15,ECAVL2/ECAVL17,9,2.031746032,89,3,0.823529412,34,3
Kenya,Drought,Elgon,74,3,15,ECAVL16/ECAVL18,14,1.783873016,88,3,0.857142857,35,2.5
Kenya,Drought,Elgon,75,3,15,ECAVL16/ECAVL17,13,1.92,86,2,0.833333333,36,2
Kenya,Drought,Elgon,76,3,16,ECAVL16-STR-#,25,2.17106576,91,4,0.942857143,35,2.5
Kenya,Drought,Elgon,77,3,16,ECAVL16-STR/ECAVL18,17,2.041034014,89,3,0.911764706,34,3
Kenya,Drought,Elgon,78,3,16,ECAVL17/ECAVL18,19,2.554195011,90,4,0.857142857,28,2.5
Kenya,Drought,Elgon,79,3,16,ECAVL2-#,23,2.166131519,89,4,0.933333333,30,3
Kenya,Drought,Elgon,80,3,16,ECAVL2/ECAVL18,10,2.678857143,91,3,0.896551724,29,2
Kenya,Drought,Elgon,81,3,17,ECAVL16-STR/ECAVL17,16,1.29015873,92,2,0.733333333,30,4
Kenya,Drought,Elgon,82,3,17,ECAVL1/NIP25,6,0.516643991,91,2,0.7,20,4.5
Kenya,Drought,Elgon,83,3,17,ECAVL17-#,26,0.647981859,91,3,0.684210526,19,4.5
Kenya,Drought,Elgon,84,3,17,ECAVL16-STR/NIP25,18,2.043356009,89,4,0.828571429,35,2.5
Kenya,Drought,Elgon,85,3,17,ECAVL16/ECAVL16-STR,12,1.911292517,88,5,0.833333333,24,2.5
Kenya,Drought,Elgon,86,3,18,ECAVL18-#,27,4.519183673,90,2,1.052631579,38,1.5
Kenya,Drought,Elgon,87,3,18,ECAVL1/ECAVL2,1,3.178231293,91,3,1.055555556,36,2
Kenya,Drought,Elgon,88,3,18,ECAVL1/ECAVL17,4,3.575873016,89,2,0.9,40,2.5
Kenya,Drought,Elgon,89,3,18,ECAVL1-#,22,2.277877551,88,4,0.833333333,30,2.5
Kenya,Drought,Elgon,90,3,18,ECAVL16/NIP25,15,3.405061224,87,2,0.846153846,39,2
Uganda,Optimal,Namulonge,1,1,1,ECAVL16/ECAVL17,13,3.655797305,63,3,0.724137931,29,3
